rxn	MGYG000000099	MGYG000005380	MGYG000006816	MGYG000028321	MGYG000044926	MGYG000055012	MGYG000057648	MGYG000151681	MGYG000172598	MGYG000173425	MGYG000187342	MGYG000217838	MGYG000266151
rxn02173_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02175_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02176_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02181_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02185_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02186_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02190_c0	1	1	1	1	1	1	1	1	0	0	1	1	0
rxn02200_c0	0	0	0	0	0	0	0	0	0	0	0	1	0
rxn02202_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02209_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02212_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02213_c0	1	1	1	1	1	0	1	1	1	0	1	1	0
rxn02222_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn02228_c0	1	0	0	1	1	0	1	0	1	1	0	1	0
rxn02235_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02246_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02260_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02261_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02264_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02267_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02268_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02269_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02271_c0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn02274_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02275_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn02284_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02285_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02286_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02287_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02288_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02302_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02314_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02315_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02316_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02317_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02320_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02324_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02341_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02342_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02344_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02350_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02356_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn02358_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn02363_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02364_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02373_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02374_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn02375_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02379_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02380_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02402_c0	0	1	1	1	1	1	0	1	1	1	1	0	1
rxn02403_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02406_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02424_c0	0	0	0	1	0	1	0	1	0	0	1	0	0
rxn02429_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02449_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn02465_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02473_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02476_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02495_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn02504_c0	0	0	0	0	0	0	0	0	0	0	0	1	0
rxn02516_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02517_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02518_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02569_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02571_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02596_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn02639_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02663_c0	1	0	0	1	1	1	1	1	1	0	0	0	0
rxn02667_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02678_c0	1	0	0	0	0	0	0	0	0	0	0	1	0
rxn02680_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02719_c0	0	0	0	0	0	0	0	0	0	0	0	1	0
rxn02729_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02733_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02749_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02772_c0	0	0	0	1	0	0	1	0	0	0	0	0	0
rxn02774_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02789_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02795_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn02796_c0	1	0	0	0	0	0	0	0	0	0	0	0	0
rxn02802_c0	0	0	0	0	0	0	0	0	0	0	0	1	0
rxn02804_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02808_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02809_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02811_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02812_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02822_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn02826_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02834_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02835_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02842_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02853_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02866_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02867_c0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn02875_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn02888_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02889_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02890_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02895_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02897_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02911_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02914_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02922_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn02926_c0	0	1	1	1	1	1	0	1	0	0	1	1	0
rxn02928_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02929_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02930_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02931_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02933_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02934_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02936_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02937_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02944_c0	1	1	1	1	1	1	0	1	1	0	1	1	0
rxn02949_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02990_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02992_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02993_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02996_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03004_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03047_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03052_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03057_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03062_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03068_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03084_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03087_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03094_c0	1	0	0	0	0	0	0	0	1	0	1	0	0
rxn03095_c0	1	0	0	0	0	0	0	0	1	0	1	0	0
rxn03106_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03135_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03136_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03137_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03140_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03147_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03150_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03164_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03167_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03175_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03194_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn03195_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn03204_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03205_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03239_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03240_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03241_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03242_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03243_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03244_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03245_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03246_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03247_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03248_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03249_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03250_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03251_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03252_c0	0	0	0	0	0	0	0	0	0	0	0	1	0
rxn03263_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03264_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03272_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn03275_c0	1	0	0	1	1	1	1	1	1	0	0	0	0
rxn03282_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03287_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03288_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03289_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03333_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03335_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03342_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn03343_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03345_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn03346_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn03354_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03358_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn03359_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn03374_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03378_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03379_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03380_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn03382_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03383_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03408_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03423_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03433_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03435_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03436_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03437_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03445_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03446_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03504_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn03512_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03514_c0	1	1	1	1	1	0	1	1	1	1	1	1	0
rxn03535_c0	1	1	1	1	1	1	1	1	1	1	1	0	0
rxn03536_c0	1	0	1	0	0	0	1	0	0	1	1	0	0
rxn03537_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03538_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03540_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn03541_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn03542_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn03546_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03598_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03601_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03609_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn03610_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn03619_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03636_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03638_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn03642_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03658_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03674_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03675_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn03762_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03796_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03798_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03838_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn03839_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn03843_c0	1	1	1	0	1	1	1	1	1	1	1	0	0
rxn03845_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03846_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03852_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03860_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03861_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03869_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn03874_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03877_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03884_c0	1	1	1	1	1	1	1	1	1	1	0	0	0
rxn03885_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03887_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn03901_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03903_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03904_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03907_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03908_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03909_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03910_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03923_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03933_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03934_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03935_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn03951_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn03953_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn03955_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03958_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03974_c0	0	0	0	0	0	0	0	0	0	0	1	0	0
rxn03975_c0	0	0	0	0	0	0	0	0	0	0	1	0	0
rxn03981_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03982_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04020_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn04045_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn04048_c0	1	1	1	1	1	0	1	1	1	1	1	1	0
rxn04052_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn04068_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn04095_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn04113_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04142_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04234_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn04274_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04275_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04308_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04384_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn04385_c0	1	1	1	0	1	1	1	1	1	0	1	0	0
rxn04411_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04413_c0	0	1	0	1	1	1	0	1	1	0	0	1	1
rxn04675_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn04704_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04726_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04736_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04750_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04751_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04776_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn04908_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04943_c0	0	0	0	1	0	0	1	1	1	1	0	0	0
rxn04954_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04996_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05005_c0	1	1	1	0	1	1	1	1	0	0	1	1	0
rxn05006_c0	1	1	1	0	1	1	1	1	0	0	1	1	0
rxn05025_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05029_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05036_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05054_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn05061_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05144_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05145_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05146_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05147_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05148_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05149_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05150_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05151_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05152_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05153_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05154_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05155_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05156_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05159_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05160_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05161_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05162_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05163_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05164_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05165_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05166_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05167_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05168_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05169_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05170_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05171_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05172_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05173_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05174_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05175_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05176_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05177_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05179_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05181_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05187_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05195_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05197_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05198_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05199_c0	1	0	1	1	0	1	1	0	1	0	1	1	1
rxn05202_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05204_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05207_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05210_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05211_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05215_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05216_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05217_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05219_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05221_c0	1	0	0	0	0	0	0	1	0	0	1	1	0
rxn05223_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05224_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05226_c0	0	1	0	0	0	0	0	0	0	0	0	0	1
rxn05229_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn05231_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn05233_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn05237_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05240_c0	0	1	1	0	1	0	1	1	1	0	0	1	0
rxn05241_c0	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn05242_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn05243_c0	1	0	0	0	0	1	0	0	0	1	1	0	1
rxn05244_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn05251_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05252_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05275_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05276_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05289_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05293_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05297_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn05298_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05299_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05300_c0	0	0	1	0	1	0	0	0	1	1	1	1	0
rxn05301_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05303_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05305_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05306_c0	1	0	1	1	1	1	0	1	1	1	1	1	1
rxn05307_c0	1	1	0	1	0	0	0	1	1	0	0	1	1
rxn05308_c0	1	1	1	1	1	0	1	0	1	1	1	1	0
rxn05312_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05316_c0	1	1	1	1	1	1	0	1	1	1	1	1	1
rxn05318_c0	1	1	1	1	1	1	0	1	1	1	1	1	1
rxn05319_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05321_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05322_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05323_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05324_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05325_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05326_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05327_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05328_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05330_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05332_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
